item_name,description,station_name,receiving_date,category_name,latitude,longitude
BAG,BLUE BAG WITH NOTEBOOK,JAHANGIRPURI,02/02/2024,Bags,28.7259717,77.162658
EARBUDS CASE,ONE PLUS EARBUDS CASE,SECTOR - 62 NOIDA,02/02/2024,Electronics,28.6211447,77.3643493
T SHIRT,TSHIRT & CASH,KASHMERE GATE,02/02/2024,Clothing,28.6668141,77.22905486
WRIST WATCH,LADIES,DWARKA MOR,02/02/2024,Personal Accessories,28.61931,77.0332792
BEDSHEET,WHITE BEDSHEET,NAWADA,02/02/2024,Clothing,24.8173249,85.51790847
WHITE POLY BAG,LADIES SANDAL & EARPHONE,JANAKPURI WEST,02/02/2024,Bags,28.6295839,77.078085
POLYBAG,GAS TOASTER SHIRT LADY JACKET SANDLE,KAROL BAGH,01/02/2024,Bags,28.6529982,77.1890227
WALLET,GENTS WALLET METRO CARD CASH,GREEN PARK,01/02/2024,Personal Accessories,51.5066192,-0.1429113
BOTTLE,STEEL BOTTLE,VISHWAVIDYALAYA,01/02/2024,Household Items,26.496489,80.267272
MOBILE,SAMSUNG BASIC MOBILE,UTTAM NAGAR EAST,01/02/2024,Electronics,28.6248465,77.0652861
BAG,EMPTY BAG,UTTAM NAGAR EAST,01/02/2024,Bags,28.6248465,77.0652861
BAG,WITH LADIES SUITS,NEW DELHI (Yellow & Airport Line),01/02/2024,Bags,28.6436415,77.2217373
BOTTLE,STEEL BOTTLE,AIRPORT (T-3),01/02/2024,Household Items,60.3187687,24.9681249
BAG,"WITH BLACK SUIT,GREY LEGGING",SAMAYPUR BADLI,01/02/2024,Bags,28.7446411,77.1382701
BOTTLE & UMBRELLA,BLACK BOTTLE & BLACK UMBRELLA,MILLENNIUM CITY CENTRE GURUGRAM,01/02/2024,Household Items,28.4593429,77.0726571
UMBRELLA,UMBRELLA,LAL QUILA,01/02/2024,Personal Accessories,28.657483,77.2366607
LADIES CLOTHE,"COAT, FROCK, TOP, KURTI",SAROJINI NAGAR,01/02/2024,Clothing,28.575817,77.1980786
TRIPOD,BLACK TRIPOD,RITHALA,01/02/2024,Electronics,28.7208064,77.1071813
ANKLET,ANKLET SILVER COLOR,VISHWAVIDYALAYA,31/01/2024,Personal Accessories,26.496489,80.267272
PAYAL,SILVER COLOUR PAYAL,CHHATARPUR,31/01/2024,Miscellaneous,,
POLY BAG,LADIES UNSTITCHED CLOTH PIECE,ROHINI WEST,31/01/2024,Bags,28.7149569,77.115385
CASH,CASH,NEW DELHI (Yellow & Airport Line),31/01/2024,Miscellaneous,28.6436415,77.2217373
NCMC CARD,PAYTM NCMC CARD,RAJIV CHOWK,31/01/2024,Documents,28.6327786,77.2196985
BOTTLE,STEEL BOTTLE,MILLENNIUM CITY CENTRE GURUGRAM,31/01/2024,Household Items,28.4593429,77.0726571
LUNCH BAG,"WITH PLASTIC BOX,NECKBAND",GURU DRONACHARYA,31/01/2024,Bags,28.48200425,77.10221882
PURSE,"WITH AADHAR ,PAN CARD,BANK CARDS,CASH,NPS CARD OF RAKESH KUMAR",DILLI HAAT - INA,31/01/2024,Personal Accessories,28.5741591,77.2093306
BAG,"WITH BOOKS ,PENS,CASH OF MAYANK KUMAR MEENA",KAROL BAGH,31/01/2024,Bags,28.6529982,77.1890227
POLY BAG,VACUUM FLASK SET,INDRAPRASTHA,31/01/2024,Bags,28.6206019,77.249551
LUNCH BAG,WITH RED TIFFIN & TRANSPARENT  BOX,UTTAM NAGAR EAST,31/01/2024,Bags,28.6248465,77.0652861
POLY BAG,WITH RAPID TEST BOXES,LAL QUILA,31/01/2024,Bags,28.657483,77.2366607
MOBILE,VIVO MOBILE,IFFCO CHOWK,31/01/2024,Electronics,28.4723277,77.0724222
BOTTLE,BLACK BOTTLE,SAMAYPUR BADLI,30/01/2024,Household Items,28.7446411,77.1382701
EARBUD,BLACK EARBUD,RITHALA,30/01/2024,Electronics,28.7208064,77.1071813
PURSE,"WITH AADHAR CARD,BANK CARD ,CASH OF SHIKHA SRIVASHAVA",MALVIYA NAGAR,30/01/2024,Personal Accessories,28.5339201,77.2124474
LUNCH BOX,STEEL LUNCH BOX,SEELAMPUR,30/01/2024,Household Items,28.6698165,77.2668137
CARRY BAG,WITH LADIES SUIT,SHAHDARA,30/01/2024,Bags,28.6758661,77.29850777
MRI REPORT,OF RITU SINGH,NOIDA ELECTRONIC CITY,30/01/2024,Miscellaneous,28.6282627,77.3750033
X RAY,OF AMIT KUMAR,NOIDA ELECTRONIC CITY,30/01/2024,Miscellaneous,28.6282627,77.3750033
PURSE,"LADIES PURSE WITH CASH ,BANK CARD",UDYOG NAGAR,30/01/2024,Personal Accessories,28.681103,77.0808492
EARBUDS,WHITE EARBUDS,UTTAM NAGAR EAST,30/01/2024,Electronics,28.6248465,77.0652861
LADY SUITS,LADY SUITS,AZADPUR,29/01/2024,Clothing,28.7070448,77.1803722
HAND BAG,"MOBILE CHARGER , EARBUD , MEDICINE , ORNAMENTS OF MS. SUNITA SHARMA",MANDI HOUSE,29/01/2024,Bags,28.6255149,77.2341926
RING,SILVER COLOUR RING,UTTAM NAGAR EAST,29/01/2024,Personal Accessories,28.6248465,77.0652861
EARBUDS,EARBUDS WITH CHARGING CASE,KARKARDUMA,29/01/2024,Electronics,28.6483176,77.3055178
PAPER BAG HAVING CLOTHES,BLAZER AND T SHIRT,RAJIV CHOWK,29/01/2024,Bags,28.6327786,77.2196985
CLOTHS,SHIRT,RAJIV CHOWK,29/01/2024,Clothing,28.6327786,77.2196985
CLOTHE,BLACK SHIRT,RAJIV CHOWK,29/01/2024,Clothing,28.6327786,77.2196985
EARBUD,BLACK,VISHWAVIDYALAYA,29/01/2024,Electronics,26.496489,80.267272
BAG,CLOTHES,DWARKA SECTOR - 21,29/01/2024,Bags,28.5519218,77.0585605
BAG WITH CLOTHES,THREE OLD CLOTHES AND A BLANKET,KASHMERE GATE,29/01/2024,Bags,28.6668141,77.22905486
JUTE BAG,TWO LUNCH BOX AND ONE PAIR OLD SLIPPER,KASHMERE GATE,29/01/2024,Bags,28.6668141,77.22905486
WATCH,POCKET WATCH,DABRI MOR - JANAKPURI SOUTH,29/01/2024,Personal Accessories,28.61572,77.0851893
CARRY BAG,"WITH MALA ,MEMORY CARD ,AADHAR CARD,CASH  OF HARADHAN DAS",KASHMERE GATE,29/01/2024,Bags,28.6668141,77.22905486
POLYBAG,PERFUME PEN LADY PURSE,RAMAKRISHNA ASHRAM MARG,29/01/2024,Bags,28.6392436,77.2085787
BAG,"WITH CLOTHS ,EDUCATIONAL DOCUMENTS ,CLOTHS OF HEMRAJ",BATA CHOWK,29/01/2024,Bags,28.38594425,77.31343425
SLING BAG,"WITH MOBILE PHONE,USB LIGHT,CASH",MILLENNIUM CITY CENTRE GURUGRAM,29/01/2024,Bags,28.4593429,77.0726571
HAND BAG,"WITH CLOTHS ,SLIPPERS,SHAVING KIT",SHASTRI NAGAR,29/01/2024,Bags,28.6700885,77.1818589
JUTI,1 PAIR JUIT,CHANDNI CHOWK,29/01/2024,Miscellaneous,28.6559834,77.2321937
BAG,EMPTY BAG,LAL QUILA,29/01/2024,Bags,28.657483,77.2366607
POLY BAG,WITH LOWER,KAROL BAGH,29/01/2024,Bags,28.6529982,77.1890227
MOBILE,NOKIA MOBILE,UDYOG NAGAR,28/01/2024,Electronics,28.681103,77.0808492
MOBILE,I-PHONE,M.G. ROAD,28/01/2024,Electronics,9.9833224,76.2824385
HELMET,BLACK HELMET,SECTOR - 62 NOIDA,28/01/2024,Household Items,28.6211447,77.3643493
POLY BAG,WITH JACKET,NARAINA VIHAR,28/01/2024,Bags,28.6243852,77.1364438
MOBILE,SMART MOBILE,LAXMI NAGAR,28/01/2024,Electronics,6.8952194,93.8898315
SLIPPERS & TIFFIN,SLIPPERS & TIFFIN,LAL QUILA,28/01/2024,Clothing,28.657483,77.2366607
BAG,"WITH BLANKET ,ADOPTER ,LED BULB PARTS",NEW DELHI (Yellow & Airport Line),27/01/2024,Bags,28.6436415,77.2217373
BAG,"WITH CHARGER,EARBUDS,MOBILE,CLOTHS,,SHOES,SLIPPERS ,BOOKS",NEW DELHI (Yellow & Airport Line),27/01/2024,Bags,28.6436415,77.2217373
POLY BAG,"WITH RAZORS,SCISSORS,GAS LIGHTER",NEW DELHI (Yellow & Airport Line),27/01/2024,Bags,28.6436415,77.2217373
CARRY BAG,"WITH CLOTHS,SLIPPERS,MEDICINES,TIFFIN OF GEETA MISHRA",NEW DELHI (Yellow & Airport Line),27/01/2024,Bags,28.6436415,77.2217373
PURSE,"WITH BANK CARDS,PAN CARD,DL,AADHAR OF SHATRUDHAN",SUPREME COURT,27/01/2024,Personal Accessories,28.6216268,77.23908618
SLING BAG,"WITH CHARGER ,SUNGLASS",UTTAM NAGAR WEST,27/01/2024,Bags,28.621757,77.0557122
BAG,"WITH MOBILE,CAP,GLOVES",CHANDNI CHOWK,27/01/2024,Bags,28.6559834,77.2321937
POLYBAG,CLOTHES & PNEUMATIC TEE,SAROJINI NAGAR,27/01/2024,Bags,28.575817,77.1980786
BAG,EMPTY BAG,NEHRU ENCLAVE,27/01/2024,Bags,28.5460584,77.2515057
POLY BAG,WITH DHOTI & GAMCHHA,PULBANGASH,27/01/2024,Bags,28.664396,77.212246
POLY BAG,WITH SOCKS,TILAK NAGAR,27/01/2024,Bags,28.6365482,77.0964961
TROLLEY BAG,WITH CLOTHS,GOLF COURSE,27/01/2024,Bags,28.5673755,77.3463247
BAG,"WITH HEADPHONE,WIRE PROTECTOR",LAL QUILA,27/01/2024,Bags,28.657483,77.2366607
BAG,"WITH CAP ,TOWEL,SLIPPERS,DATA CABLE",LAL QUILA,27/01/2024,Bags,28.657483,77.2366607
RING & CHAIN,RING & CHAIN,DWARKA SECTOR - 14,26/01/2024,Personal Accessories,28.6022218,77.0259765
POLY BAG,"WITH HAND BAG,SHIRT",NEW DELHI (Yellow & Airport Line),26/01/2024,Bags,28.6436415,77.2217373
TROLLEY BAG,"WITH BLANKET,SHAWL,WATCH,SHOES,CLOTHS ,SWEATER,HAIR DRYER",GURU TEG BAHADUR NAGAR,26/01/2024,Bags,31.3037081,75.5678851
POLY POUCH,"WITH CASH ,METRO CARD",RAJIV CHOWK,26/01/2024,Miscellaneous,28.6327786,77.2196985
POLY BAG,WITH JEANS,RAJIV CHOWK,26/01/2024,Bags,28.6327786,77.2196985
LADY SHOES,LADY SHOES,RAJIV CHOWK,26/01/2024,Clothing,28.6327786,77.2196985
BAG,"WITH DATA CABLE,ADOPTERS,BEDSHEET",AIRPORT (T-3),26/01/2024,Bags,60.3187687,24.9681249
BAG,"BLUE BAG WITH LUNCH BOX,KEY",SAKET,26/01/2024,Bags,28.521168,77.2022237
POLY BAG,"WITH SOCKS,PORTABLE PHONE",JAMA MASJID,26/01/2024,Bags,28.6506822,77.23296096
KEYS,CAR KEYS,SHIV VIHAR,26/01/2024,Household Items,28.6481226,77.05061239
CARRY BAG,WITH GREEN SAREE,DWARKA SECTOR - 10,26/01/2024,Bags,28.5810577,77.0574996
BAG,DUFFLE BAG WITH OLD CLOTHES,SULTANPUR,26/01/2024,Bags,26.26047315,82.23805321
BLACK CLOTH BAG,"WITH PILLOW,QUILT,DAT CABLE,KEYS",MANDI HOUSE,26/01/2024,Bags,28.6255149,77.2341926
BOTTLE,STEEL BOTTLE,ROHINI WEST,25/01/2024,Household Items,28.7149569,77.115385
WATER BOTTLE,BLACK WATER BOTTLE,SHIVAJI STADIUM,25/01/2024,Household Items,28.6288963,77.2113218
BLANKET,BLANKET,SAMAYPUR BADLI,25/01/2024,Clothing,28.7446411,77.1382701
POLY BAG,WITH BLANKET,SAMAYPUR BADLI,25/01/2024,Bags,28.7446411,77.1382701
WHITE  CARRY BAG,WITH OLD CLOTHS & SOCKS,SAMAYPUR BADLI,25/01/2024,Bags,28.7446411,77.1382701
BAG,"BLUE GARY BAG WITH OLD CLOTHS ,SOCKS,WATCH,CHARGER,SHOES,IRON",SAMAYPUR BADLI,25/01/2024,Bags,28.7446411,77.1382701
BAG,EMPTY BAG,NEHRU ENCLAVE,25/01/2024,Bags,28.5460584,77.2515057
BOTTLE,STEEL BOTTLE,GURU DRONACHARYA,25/01/2024,Household Items,28.48200425,77.10221882
SHAWL,SHAWL,JANPATH,25/01/2024,Miscellaneous,28.6240485,77.2192587
BAG,BLUE BAG WITH CLOTHES,SHALIMAR BAGH,25/01/2024,Bags,34.14970725,74.87322796
SHEET HOLDER,SHEET HOLDER,MAYAPURI,25/01/2024,Miscellaneous,28.6371795,77.1297333
POLY BAG,WITH BLACK BLAZER,JHANDEWALAN,25/01/2024,Bags,28.6443188,77.1999165
BOTTLE,STEEL BOTTLE,LAJPAT NAGAR,25/01/2024,Household Items,28.5660924,77.2432851
BAG,"WITH HP LAPTOP WITH CHARGER,BASIC MOBILE ,TIFFIN ,EARPHONE",MILLENNIUM CITY CENTRE GURUGRAM,25/01/2024,Bags,28.4593429,77.0726571
EARBUDS,BLACK EARBUDS,JANPATH,24/01/2024,Electronics,28.6240485,77.2192587
PURSE,"WITH CASH,PAN CARD,DL,RC,BANK CARD ,METRO CARD,CSD CARD OF VIKAS",RAJIV CHOWK,24/01/2024,Personal Accessories,28.6327786,77.2196985
BLACK PURSE,BANK CARDS PAN CARD AADHAR METRO CARD OF MR. AVNISH PANDEY,IFFCO CHOWK,24/01/2024,Personal Accessories,28.4723277,77.0724222
HELMET,BLACK HELMET,M.G. ROAD,24/01/2024,Household Items,9.9833224,76.2824385
PAPER BAG,WITH SAREE,M.G. ROAD,24/01/2024,Bags,9.9833224,76.2824385
CHAIN,CHAIN,MAUJPUR-BABARPUR,23/01/2024,Personal Accessories,28.6920781,77.2796973
LUNCH BAG,TIFFIN,RITHALA,23/01/2024,Bags,28.7208064,77.1071813
EARBUD,EARBUD WHITE,MAJOR MOHIT SHARMA RAJENDRA NAGAR,23/01/2024,Electronics,28.6776112,77.3581426
HELMET,BLACK HELMET,MUNIRKA,23/01/2024,Household Items,28.554886,77.1710841
BAG,"BLACK BAG WITH OLD CLOTJHS ,BLANKET",KASHMERE GATE,23/01/2024,Bags,28.6668141,77.22905486
RING,SILVER COLOR RING,MADIPUR,23/01/2024,Personal Accessories,28.6764752,77.1193599
SAFETY STICK,,MOTI NAGAR,23/01/2024,Miscellaneous,28.657859,77.1424288
HAND BAG,WITH JACKET,JANAKPURI EAST,23/01/2024,Bags,28.633027,77.086709
POLY BAG,"WITH T SHIRT,CHURA",RAJIV CHOWK,23/01/2024,Bags,28.6327786,77.2196985
HELMET,BLACK HELMET,SHIVAJI STADIUM,23/01/2024,Household Items,28.6288963,77.2113218
POLY BAG,"WITH SWEATER,BRA,PANTY",KAROL BAGH,23/01/2024,Bags,28.6529982,77.1890227
EARBUDS,EARBUDS,VISHWAVIDYALAYA,23/01/2024,Electronics,26.496489,80.267272
CHIAN,CHIAN,CHANDNI CHOWK,23/01/2024,Miscellaneous,28.6559834,77.2321937
BLACK SLING BAG,WITH KEYS,KASHMERE GATE,22/01/2024,Bags,28.6668141,77.22905486
HAND BAG,"WITH PRINTED SHIRT,SWEATER",SAROJINI NAGAR,22/01/2024,Bags,28.575817,77.1980786
BAG,"WITH CLOTHS,ORIENTAL BANK OF COMMERCE CARD",DWARKA,22/01/2024,Bags,22.2424747,68.9671448
BAG,"WITH CLOTHS ,EARBUDS ,AADHAR OF PANKAJ VISHWAKARMA",IFFCO CHOWK,22/01/2024,Bags,28.4723277,77.0724222
POLY BAG,"MASK , UROBAG & MALE CATH",BAHADURGARH CITY,22/01/2024,Bags,28.6907783,76.9354807
LUNCH BOX,BLACK LUNCH BOX WITH 2 BOX,SAMAYPUR BADLI,22/01/2024,Household Items,28.7446411,77.1382701
MEDICAL REPORT,OF MAYA DEVI,SAMAYPUR BADLI,22/01/2024,Documents,28.7446411,77.1382701
BAG,GREY BAG WITH OLD CLOTHS,DWARKA SECTOR - 21,22/01/2024,Bags,28.5519218,77.0585605
CARRY BAG,WITH 3 SHIRTS,NARAINA VIHAR,22/01/2024,Bags,28.6243852,77.1364438
LUNCH BOX,BLUE LUNCH BOX,GURU DRONACHARYA,22/01/2024,Household Items,28.48200425,77.10221882
BAG,"WITH LENOVO LAPTOP,LAPTOP CHARGER,,MOBILE ADOPTER ,HARD DISK,SPECTACLES ID CARD OF H KORAW NGANBA SINGHA",GURU TEG BAHADUR NAGAR,22/01/2024,Bags,31.3037081,75.5678851
SLEEPING BAG,BLUE SLEEPING BAG,NEW DELHI (Yellow & Airport Line),22/01/2024,Bags,28.6436415,77.2217373
BAG,WITH WOOLEN CLOTHS,SAMAYPUR BADLI,22/01/2024,Bags,28.7446411,77.1382701
JACKET,BLUE JACKET,SAMAYPUR BADLI,22/01/2024,Clothing,28.7446411,77.1382701
POLY BAG,"WITH TOWEL,SLIPPERS",JANPATH,22/01/2024,Bags,28.6240485,77.2192587
BOTTLE,STEEL BOTTLE,AIRPORT (T-3),21/01/2024,Household Items,60.3187687,24.9681249
POLY BAG,"JACKET,PANT BLACK",AIRPORT (T-3),21/01/2024,Bags,60.3187687,24.9681249
EARBUDS CASE,BOAT EARBUD CASE,DWARKA SECTOR - 10,21/01/2024,Electronics,28.5810577,77.0574996
BAG,"WITH CHARGER,STEEL BOTTLE ,BEDSHEET",DHANSA BUS STAND,21/01/2024,Bags,28.6119086,76.9785264
CARRY BAG,WITH BABY CLOTHS,WELCOME,21/01/2024,Bags,35.90913685,-80.25407274
BAG,"WITH CLOTHS AADHAR ,DL COPY,SHOES ,BOTTLE OF SHIVANG SHARMA",SARAI KALE KHAN - NIZAMUDDIN,21/01/2024,Bags,28.5887494,77.2572494
MANGALSHUTRA,MANGALSHUTRA,KOHAT ENCLAVE,21/01/2024,Miscellaneous,28.6980415,77.1405393
SLEEPING BAG,SLEEPING BAG,NEW DELHI (Yellow & Airport Line),21/01/2024,Bags,28.6436415,77.2217373
POLY BAG,WITH LADY JACKET,DWARKA SECTOR - 21,21/01/2024,Bags,28.5519218,77.0585605
BAG,"SMALL BAG WITH CHARGER ,CLOTHS",DWARKA SECTOR - 21,21/01/2024,Bags,28.5519218,77.0585605
LUNCH BOX,LUNCH BOX WITH 2 TIFFIN,DWARKA SECTOR - 21,21/01/2024,Household Items,28.5519218,77.0585605
PURSE,"WITH BANK CARDS,AADHAR,METRO CARD ,CASH OF ATUL KUMAR",MUNIRKA,21/01/2024,Personal Accessories,28.554886,77.1710841
HAND BAG,"WITH BLUE BLANKET ,RED SHAWL",PUNJABI BAGH WEST,21/01/2024,Bags,28.6727671,77.1391976
BLAZER,GREEN BLAZER,SHAKURPUR,21/01/2024,Clothing,28.6857668,77.1496094
POLY BAG,"WITH SWEATER ,SOCKS,VEST,JACKET",SAROJINI NAGAR,21/01/2024,Bags,28.575817,77.1980786
WATCH,DIGITAL WATCH WITH CHARGER,NOIDA ELECTRONIC CITY,21/01/2024,Personal Accessories,28.6282627,77.3750033
LUNCH BOX,LUNCH BAG WITH PLASTIC BOX,KASHMERE GATE,21/01/2024,Household Items,28.6668141,77.22905486
BLANKET,BLANKET WITH CLOTHS PIECES,KASHMERE GATE,21/01/2024,Clothing,28.6668141,77.22905486
BAG,"WITH PLASTIC BOTTLE,PENS,",SAMAYPUR BADLI,21/01/2024,Bags,28.7446411,77.1382701
POLY BAG,"PANT,,JACKET",JAMA MASJID,21/01/2024,Bags,28.6506822,77.23296096
HAND BAG,EMPTY HAND BAG,JANAKPURI WEST,20/01/2024,Bags,28.6295839,77.078085
LUNCH BOX,TWO CONTAINER,RAMAKRISHNA ASHRAM MARG,20/01/2024,Household Items,28.6392436,77.2085787
JEANS,BLACK,RAMAKRISHNA ASHRAM MARG,20/01/2024,Clothing,28.6392436,77.2085787
SLING BAG,"GREEN BLACK SLING BAG WITH NECK BAND ,MIRROR ,CASH",DHANSA BUS STAND,20/01/2024,Bags,28.6119086,76.9785264
POLY BAG,WITH JACKETS,NARAINA VIHAR,20/01/2024,Bags,28.6243852,77.1364438
BAG,"WITH IPAD,MEDICINES, PENS ,DIARY,CHARGER",DWARKA SECTOR - 21,20/01/2024,Bags,28.5519218,77.0585605
POLY BAG,WITH 5 DUPATTA & 4 CHUNRI,CHANDNI CHOWK,20/01/2024,Bags,28.6559834,77.2321937
BAG,BAG WITH HALL TICKET OF BRAHAM PRAKASH,MAYAPURI,20/01/2024,Bags,28.6371795,77.1297333
CARRY BAG,"WITH KURTA ,PAYJAMA,BLOUSE",DWARKA SECTOR - 21,20/01/2024,Bags,28.5519218,77.0585605
MOBILE,BLUE MOBILE,SARAI KALE KHAN - NIZAMUDDIN,20/01/2024,Electronics,28.5887494,77.2572494
BOTTLE,COPPER BOTTLE,AIRPORT (T-3),20/01/2024,Household Items,60.3187687,24.9681249
BAG,"SMALL BAG WITH MOBILE COVERS,OLIVE OIL,EARBUDS,ADOPTERS,EARPHONE ,CASH",AIRPORT (T-3),20/01/2024,Bags,60.3187687,24.9681249
BAG,"WITH SELFI STICK ,ADOPTER",AIRPORT (T-3),20/01/2024,Bags,60.3187687,24.9681249
BAG,"CLOTHES, TOOTHPASTE AND BRUSH",NEW DELHI (Yellow & Airport Line),19/01/2024,Bags,28.6436415,77.2217373
CLOTHES,LADIES,KASHMERE GATE,19/01/2024,Clothing,28.6668141,77.22905486
HELMET,BLACK HELMET,BARAKHAMBA ROAD,19/01/2024,Household Items,28.62747069,77.22904879
WATCH,FOSSIL WATCH,BARAKHAMBA ROAD,19/01/2024,Personal Accessories,28.62747069,77.22904879
CARRY BAG,"RED CARRY BAG WITH STEEL BOTTLE ,STEEL GLASS ,LUNCH BOX",SHASTRI PARK,19/01/2024,Bags,28.6684339,77.2505301
HAND BAG,"SEATER,CAP,SHAWL,DATA CABLE,GLASS POT",RITHALA,19/01/2024,Bags,28.7208064,77.1071813
LUNCH BOX,,LAL QUILA,19/01/2024,Household Items,28.657483,77.2366607
BAG,"SMALL PURSE HAVING AADHAR CARD MISHTI GULERIA, CLOTHES, WATER BOTTLE, HAIR DRIER, ETC",RAJIV CHOWK,19/01/2024,Bags,28.6327786,77.2196985
BAG,"SBI PASSBOOK(MEERA), USED SHAWL, COSMETIC ITEMS, WATER BOTTLE, CHARGING ADAPTER",AIRPORT (T-3),19/01/2024,Bags,60.3187687,24.9681249
PASSPORT,NEPAL( TAMANG),AIRPORT (T-3),19/01/2024,Documents,60.3187687,24.9681249
BAG,"BLUE BAG WITH HAND BAG ,SMALL BOXES,BANK QR CODE, PAN ,BANK CARD,CASH,CLOTHS ,SUN GLASS OF IRSHAD AHMAD",DWARKA MOR,19/01/2024,Bags,28.61931,77.0332792
JUTE BAG,"WITH CAP,LUNCH BOX",DWARKA SECTOR - 21,19/01/2024,Bags,28.5519218,77.0585605
PAPER BAG,WITH 3 TIFFIN,DWARKA SECTOR - 21,19/01/2024,Bags,28.5519218,77.0585605
EARBUDS,WHITE EARBUDS,OKHLA VIHAR,19/01/2024,Electronics,28.5613002,77.2919304
PURSE,"WITH RING,AADHAR,BANK CARD ,CASH OF ABIHA ASHAR",OKHLA VIHAR,19/01/2024,Personal Accessories,28.5613002,77.2919304
CASH,CASH,NEW DELHI (Yellow & Airport Line),19/01/2024,Miscellaneous,28.6436415,77.2217373
BAG,"BAG WITH SMART WATCH, SOX, FOOTMAT, JACKET & CAP",RITHALA,18/01/2024,Bags,28.7208064,77.1071813
WATCH,MALE WRIST WATCH,ROHINI WEST,18/01/2024,Personal Accessories,28.7149569,77.115385
BAG,"BAG WITH SAREE ,SWEATER, COSMETIC ITEM, CASH & PANCARD OF ABHAY SINGH",RAJA NAHAR SINGH (BALLABHGARH),18/01/2024,Bags,28.340002,77.3164509
BAG,"BLACK HP BAG WITH SAMSUNG MOBILE ,MOBILE CHARGER ,POWER BANK ,PLASTIC BOTTLE,CLOTHS",SAROJINI NAGAR,18/01/2024,Bags,28.575817,77.1980786
POLY BAG,"WITH SWEATER ,MUFFLER,BLACK JEANS,BRA,KURTI",SAROJINI NAGAR,18/01/2024,Bags,28.575817,77.1980786
BLACK BAG,"BAG WITH CHARGER ,PURSE, EMPTY CHARGING CASE, AND CASH",HAUZ KHAS,18/01/2024,Bags,28.54980865,77.20776382
POLY BAG,"WITH JACKET,INNER ,LOWER",DELHI GATE,18/01/2024,Bags,28.6392211,77.2408097
PURSE & BOTTLE,"PURSE WITH BANK CARDS, VOTER ID, CASH ,AADHAR OF DEEPLATA & STEEL BOTTLE",JLN STADIUM,18/01/2024,Household Items,9.99719035,76.30083562
BAG,"WITH TRIMMER,WATCH,METRO CARD,ID CARD OF RAHUL VERMA",DWARKA SECTOR - 9,18/01/2024,Bags,28.574272,77.0653316
PURSE,"WITH PAN,AADHAR,DL,BANK CARDS, CASH OF DEEP SINGH",DWARKA SECTOR - 14,18/01/2024,Personal Accessories,28.6022218,77.0259765
SHOES,1 PAIR BLACK SHOES,KASHMERE GATE,18/01/2024,Clothing,28.6668141,77.22905486
BAG,CLOTHES AND CHARGER,RAJIV CHOWK,18/01/2024,Bags,28.6327786,77.2196985
BAG,"CLOTHES, AADHAR CARD(AVINASH SHANKAR), SPECTACLE WITHCOVER",AIRPORT (T-3),18/01/2024,Bags,60.3187687,24.9681249
PURSE,"WITH AADHAR CARD ,METRO CARD BANK CARD CASH OF DIVYANSHU DWIVEDI",DWARKA MOR,18/01/2024,Personal Accessories,28.61931,77.0332792
POUCH,"WITH SPECTACLES,EARPHONE",JHILMIL,18/01/2024,Miscellaneous,28.6757197,77.3123949
BAG,STEEL CONTAINER AND COSMETIC ITEM,NEW DELHI (Yellow & Airport Line),17/01/2024,Bags,28.6436415,77.2217373
EARPHONE,PINK COLOUR,SECTOR - 52 NOIDA,17/01/2024,Electronics,28.5885198,77.36890648
BAG,"HAND GLOVES, MOBILE CHARGER,LOCK,PENDRIVE",NEW DELHI (Yellow & Airport Line),17/01/2024,Bags,28.6436415,77.2217373
BLACK BAG,"WITH CHEQUE BOOK,EDUCATIONAL DOCUMENTS ,VOTER ID CLOTHS OF JAY PRAKASH NARAYAN",DWARKA SECTOR - 21,17/01/2024,Bags,28.5519218,77.0585605
BOTTLE,STEEL BOTTLE,DWARKA SECTOR - 21,17/01/2024,Household Items,28.5519218,77.0585605
ELECTRIC KETTLE,ELECTRIC KETTLE,DWARKA SECTOR - 21,17/01/2024,Miscellaneous,28.5519218,77.0585605
BAG,"BLACK BAG WITH CLOTHS, PAN CARD OF BANTI KUMAR",DWARKA SECTOR - 21,17/01/2024,Bags,28.5519218,77.0585605
BOTTLE,STEEL BOTTLE,RITHALA,17/01/2024,Household Items,28.7208064,77.1071813
HAND BAG,WITH BLANKET,RITHALA,17/01/2024,Bags,28.7208064,77.1071813
TROLLEY BAG,"ONE STEEL MILTON BOTTLE, USED CLOTHES",AIRPORT (T-3),17/01/2024,Bags,60.3187687,24.9681249
BOTTLE,BLUE COLOUR,AIRPORT (T-3),17/01/2024,Household Items,60.3187687,24.9681249
JUTE BAG,WITH 4 GLASS BOX,IFFCO CHOWK,17/01/2024,Bags,28.4723277,77.0724222
BOTTLE,BLACK BOTTLE,SIKANDERPUR,17/01/2024,Household Items,28.4812716,77.0930017
EARBUD,WHITE SINGLE EARBUD WITH CASE,SIKANDERPUR,17/01/2024,Electronics,28.4812716,77.0930017
BAG,"BLACK GREEN BAG WITH FACE WAX POWDER ,BATA SHOES ,CHARGER",DWARKA SECTOR - 21,17/01/2024,Bags,28.5519218,77.0585605
PURSE,"WITH PAN CARD ,AADHAR CARD,BANK CARDS,METRO CARD ,CASH OF AAKASH SAINI",CENTRAL SECRETARIAT,17/01/2024,Personal Accessories,28.6158726,77.2123897
METRO CARD,METRO CARD,TIKRI BORDER,17/01/2024,Documents,28.6880254,76.9640828
